City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,qarqaraly,49.4058,75.4742,-15.13,96,46,2.38,KZ,1733177274
280,chipiona,36.7366,-6.437,18.27,85,36,2.39,ES,1733177176
281,hirara,24.8,125.2833,23.11,62,2,8.08,JP,1733177276
282,fisterra,42.9049,-9.2629,12.96,78,99,5.76,ES,1733177277
283,petropavlovsk-kamchatsky,53.0452,158.6483,2.33,65,75,2.0,RU,1733177278
284,moab,38.5733,-109.5498,8.05,56,26,1.31,US,1733177280
285,guerrero negro,27.9769,-114.0611,21.58,48,84,5.2,MX,1733177281
286,saudarkrokur,65.7461,-19.6394,-1.77,76,100,4.68,IS,1733177282
287,weihai,37.5017,122.1136,1.59,52,100,1.86,CN,1733177283
288,muisne,0.6,-80.0333,24.58,79,83,5.09,EC,1733177284
289,isangel,-19.55,169.2667,28.06,83,20,4.12,VU,1733177267
290,balaklava,44.5,33.6,6.88,57,2,1.35,UA,1733177145
291,hilo,19.7297,-155.09,26.85,76,100,4.63,US,1733177289
292,ilhabela,-23.7781,-45.3581,24.85,91,100,0.91,BR,1733177092
293,tafuna,-14.3358,-170.72,30.97,74,40,6.17,AS,1733177291
294,kiruna,67.8557,20.2251,-9.49,67,9,5.14,SE,1733177292
295,turki,51.987,43.2731,-0.47,97,100,3.27,RU,1733177295
296,tevriz,57.509,72.4042,-4.96,96,100,2.63,RU,1733177296
297,bicester,51.9,-1.1536,7.03,93,100,2.57,GB,1733177119
298,al ghayzah,16.2079,52.176,23.52,61,32,2.23,YE,1733177298
299,vila velha,-20.3297,-40.2925,27.97,80,0,7.2,BR,1733177299
300,hobyo,5.3505,48.5268,26.22,68,34,8.04,SO,1733177174
301,aioun,16.6614,-9.6149,23.15,11,74,5.17,MR,1733177301
302,cole harbour,44.6724,-63.4751,0.53,74,50,2.24,CA,1733177303
303,aykhal,66.0,111.5,-27.07,81,20,4.02,RU,1733177304
304,chinde,26.8212,87.7095,14.45,64,0,3.01,NP,1733177305
305,sinop,41.7711,34.8709,1.28,75,3,4.02,TR,1733177306
306,ust-tsilma,65.441,52.1498,2.76,99,100,5.64,RU,1733177307
307,whangarei,-35.7317,174.3239,23.2,41,94,1.96,NZ,1733177234
308,zheshart,62.0731,49.5733,1.72,88,100,5.12,RU,1733177311
309,lodja,-3.4833,23.4333,20.62,98,25,0.3,CD,1733177312
310,shchyolkino,45.4291,35.8223,4.08,80,5,5.55,UA,1733177313
311,skagen,57.7209,10.5839,7.48,85,63,8.42,DK,1733177314
312,balaipungut,1.05,101.2833,22.67,97,100,1.13,ID,1733177315
313,saint-philippe,-21.3585,55.7679,23.96,81,36,5.1,RE,1733177316
314,roma,43.2128,-75.4557,-1.46,82,100,2.57,US,1733177163
315,shalqar,47.8333,59.6,-2.1,71,100,2.14,KZ,1733177319
316,santa maria,-29.6842,-53.8069,20.94,64,7,1.75,BR,1733177320
317,hammerfest,70.6634,23.6821,-2.75,100,100,6.17,NO,1733177321
318,arteche,12.2645,125.4048,26.02,91,99,2.96,PH,1733177322
319,boende,-0.2167,20.8667,23.37,81,47,1.06,CD,1733177323
320,salekhard,66.53,66.6019,-10.12,96,100,2.84,RU,1733177324
321,tabuk,17.4189,121.4443,23.08,98,100,0.96,PH,1733177326
322,kavaratti,10.5669,72.642,27.44,73,87,7.46,IN,1733177327
323,keyser,39.4409,-78.9739,-0.42,67,75,0.89,US,1733177166
324,shingu,33.7333,135.9833,11.06,85,0,2.63,JP,1733177329
325,weno,7.4515,151.8468,28.8,78,53,3.56,FM,1733177330
326,abepura,-2.6333,140.5833,27.45,83,40,2.06,ID,1733177234
327,hola,51.5377,23.1902,1.36,92,2,2.92,PL,1733177332
328,aneho,6.2333,1.6,27.1,80,0,4.82,TG,1733177334
329,baker city,44.7749,-117.8344,6.36,49,21,1.57,US,1733177335
330,cabedelo,-6.9811,-34.8339,27.37,81,7,6.86,BR,1733177145
331,kostanay,53.1667,63.5833,-9.59,96,23,2.83,KZ,1733177337
332,i-n-salah,27.1935,2.4607,16.44,24,100,5.42,DZ,1733177338
333,shiqian,27.5225,108.2281,13.61,88,100,0.93,CN,1733177339
334,antsiranana,-12.2787,49.2917,23.65,92,100,3.45,MG,1733177340
335,mhango,-3.2833,32.85,19.89,86,96,0.75,TZ,1733177342
336,sao felix do xingu,-6.6447,-51.995,28.33,58,99,0.32,BR,1733177245
337,kedougou,12.5579,-12.1743,25.46,24,67,1.08,SN,1733177344
338,north bend,43.4065,-124.2243,11.76,71,0,2.57,US,1733177345
339,carauari,-4.8828,-66.8958,29.53,67,97,0.76,BR,1733177346
340,acapulco de juarez,16.8634,-99.8901,28.9,70,20,2.57,MX,1733177281
341,senador guiomard,-10.1522,-67.7392,31.93,46,100,1.43,BR,1733177349
342,baharly,38.4362,57.4316,4.26,68,21,2.86,TM,1733177350
343,ardestan,33.3761,52.3694,2.88,41,50,1.22,IR,1733177351
344,stary krym,45.0333,35.1,-0.43,91,6,1.13,UA,1733177352
345,dubrovnik,42.6481,18.0922,10.8,62,0,4.12,HR,1733177353
346,lesnoy,57.6198,63.0784,-1.27,90,100,4.71,RU,1733177354
347,masterton,-40.9597,175.6575,22.35,51,99,5.34,NZ,1733177355
348,kanggye,40.9695,126.5852,-12.57,89,12,1.35,KP,1733177354
349,marly,50.3456,3.5496,6.97,93,18,4.21,FR,1733177152
350,carnarvon,-24.8667,113.6333,20.6,71,0,5.88,AU,1733177359
351,weiser,44.251,-116.9693,1.11,40,67,0.82,US,1733177360
352,tindouf,27.6711,-8.1474,16.84,32,0,3.68,DZ,1733177361
353,utrik,11.2278,169.8474,27.96,79,74,10.87,MH,1733177362
354,piton saint-leu,-21.2196,55.3151,22.06,73,20,2.06,RE,1733177363
355,amga,60.8953,131.9608,-27.21,98,98,1.13,RU,1733177364
356,francistown,-21.17,27.5079,25.21,21,0,3.31,BW,1733177366
357,alofi,-19.0595,-169.9187,26.94,89,75,1.54,NU,1733177367
358,papao,-17.75,-149.55,30.82,71,93,6.67,PF,1733177368
359,lazaro cardenas,17.9583,-102.2,27.95,66,2,3.76,MX,1733177077
360,ketchikan,55.3422,-131.6461,9.87,93,100,9.26,US,1733177370
361,miracema do tocantins,-9.5618,-48.3967,24.35,89,100,3.07,BR,1733177371
362,nikolayevsk-on-amure,53.1406,140.73,-6.7,95,100,2.87,RU,1733177314
363,zaozersk,69.4005,32.4476,-1.88,93,100,3.09,RU,1733177374
364,zhigalovo,54.8097,105.1578,-34.32,100,48,0.7,RU,1733177375
365,vega de alatorre,20.0333,-96.6333,25.61,72,31,4.24,MX,1733177376
366,baiyin,36.5583,104.2081,-2.05,43,3,0.68,CN,1733177377
367,plastun,44.7561,136.2939,-13.64,64,0,3.78,RU,1733177378
368,san rafael,-34.6177,-68.3301,23.53,19,0,6.6,AR,1733177182
369,ancud,-41.8697,-73.8203,12.8,61,51,2.58,CL,1733177380
370,marakkanam,12.2,79.95,25.67,87,85,3.84,IN,1733177353
371,hede,33.7681,120.2517,7.09,73,100,2.79,CN,1733177383
372,undurkhaan,47.3194,110.6556,-13.4,60,0,2.92,MN,1733177384
373,kolwezi,-10.7148,25.4667,17.1,79,77,1.84,CD,1733177385
374,berezovo,63.9381,65.0419,-1.22,96,100,5.33,RU,1733177386
375,selfoss,63.9331,-20.9971,1.14,97,100,17.0,IS,1733177387
376,fale old settlement,-9.3852,-171.2468,27.73,78,54,7.18,TK,1733177388
377,coquimbo,-29.9533,-71.3436,17.85,57,0,7.2,CL,1733177154
378,franklin,39.9667,-83.0166,-0.65,61,75,3.6,US,1733177392
379,pasighat,28.0667,95.3333,14.41,52,0,1.87,IN,1733177393
380,bairnsdale,-37.8333,147.6167,21.7,88,100,1.33,AU,1733177394
381,praia da vitoria,38.7333,-27.0667,16.25,84,69,1.75,PT,1733177395
382,warwick,41.7001,-71.4162,1.69,56,20,3.09,US,1733177364
383,kimbe,-5.5502,150.1429,27.49,82,53,1.16,PG,1733177398
384,diego de almagro,-26.3667,-70.05,24.19,18,3,5.11,CL,1733177399
385,crane,31.3974,-102.3501,13.77,73,100,5.34,US,1733177400
386,kyzyl,51.7,94.45,-13.76,96,100,0.27,RU,1733177401
387,pangkalpinang,-2.1333,106.1333,24.05,86,96,2.16,ID,1733177402
388,howard springs,-12.497,131.047,24.95,99,100,1.49,AU,1733177403
389,ma'rib,15.4591,45.3253,20.2,42,30,2.32,YE,1733177404
390,igarapava,-20.0383,-47.7469,22.45,92,100,1.26,BR,1733177229
391,cidreira,-30.1811,-50.2056,20.05,78,96,5.02,BR,1733177407
392,wardha,20.75,78.6167,22.39,73,92,3.22,IN,1733177408
393,prineville,44.2999,-120.8345,10.82,45,0,2.57,US,1733177409
394,huilong,31.8111,121.655,10.58,79,1,4.46,CN,1733177410
395,santa terezinha,-29.9002,-50.0904,20.26,78,100,3.16,BR,1733177412
396,al mayadin,35.0209,40.4535,9.65,42,14,1.29,SY,1733177413
397,larne,54.85,-5.8167,4.19,95,93,2.13,GB,1733177260
398,port maria,18.3685,-76.8895,26.1,86,75,3.33,JM,1733177416
399,haiku-pauwela,20.9219,-156.3051,27.87,63,42,4.47,US,1733177417
400,amurzet,47.6967,131.0981,-19.5,98,100,1.77,RU,1733177418
401,beloyarskiy,63.7119,66.6722,-3.5,96,100,4.13,RU,1733177419
402,al majaridah,19.1236,41.9111,24.53,82,10,0.49,SA,1733177420
403,pont rouge,48.8833,-72.0825,-3.9,84,97,2.89,CA,1733177422
404,vitre,48.1178,-1.2058,8.07,74,100,3.74,FR,1733177423
405,atar,20.5169,-13.0499,20.96,17,47,3.43,MR,1733177424
406,kingston,17.997,-76.7936,28.53,74,20,2.06,JM,1733177425
407,sidhi,24.4167,81.8833,14.23,48,2,0.97,IN,1733177354
408,dhing,26.4667,92.4667,15.49,76,0,2.06,IN,1733177427
409,broome,42.2506,-75.833,-1.79,78,100,1.54,US,1733177429
410,warman,52.3168,-106.5679,-12.28,78,94,3.62,CA,1733177430
411,kegen,43.0197,79.2203,-13.83,87,42,2.41,KZ,1733177431
412,monteros,-27.1674,-65.4983,21.75,57,2,1.78,AR,1733177432
413,silver springs,29.1044,-82.0206,16.77,47,1,0.45,US,1733177433
414,valdovino,43.6094,-8.1115,9.38,84,96,2.19,ES,1733177434
415,toliara,-23.35,43.6667,26.23,71,34,2.89,MG,1733177435
416,sampang,-7.1872,113.2394,27.16,77,100,5.23,ID,1733177437
417,quellon,-43.1167,-73.6167,11.58,62,17,6.38,CL,1733177158
418,kurumkan,54.3,110.3,-23.14,94,31,1.44,RU,1733177439
419,usogorsk,63.4106,48.6872,2.38,90,100,6.15,RU,1733177440
420,nayagarh,20.1333,85.1,20.06,82,84,0.72,IN,1733177165
421,pyay,18.8167,95.2167,21.54,84,24,2.3,MM,1733177442
422,nieuw amsterdam,5.8833,-55.0833,27.01,83,40,2.57,SR,1733177443
423,gevas,38.2968,43.1083,-6.22,59,0,3.0,TR,1733177445
424,padang,-0.9492,100.3543,23.03,88,100,2.12,ID,1733177446
425,camara de lobos,32.6333,-16.9667,19.35,79,20,6.17,PT,1733177447
426,rio rico,31.4715,-110.9765,27.35,15,0,0.0,US,1733177448
427,mitsamiouli,-11.3847,43.2844,27.06,75,16,2.8,KM,1733177449
428,rawson,-43.3002,-65.1023,13.84,40,52,6.78,AR,1733177383
429,adazi,57.0758,24.3214,3.88,85,99,5.16,LV,1733177451
430,novodvinsk,64.4165,40.8122,2.86,88,100,5.92,RU,1733177453
431,bishkul,54.7803,69.1033,-10.66,95,57,4.08,KZ,1733177454
432,yanykurgan,43.915,67.2481,0.04,73,7,2.57,KZ,1733177455
433,geraldton,-28.7667,114.6,13.23,88,0,4.63,AU,1733177456
434,gorontalo,0.5412,123.0595,24.16,90,87,1.34,ID,1733177457
435,yaren,-0.5472,166.916,28.04,76,55,7.98,NR,1733177458
436,morehead city,34.7229,-76.726,6.13,48,0,5.66,US,1733177208
437,altai,46.3722,96.2583,-8.97,95,100,0.7,MN,1733177461
438,itaituba,-4.2761,-55.9836,30.14,52,100,0.33,BR,1733177454
439,dudinka,69.4058,86.1778,-13.86,92,98,7.74,RU,1733177463
440,puerto deseado,-47.7503,-65.8938,9.8,65,100,9.59,AR,1733177464
441,podporozh'ye,60.9112,34.1706,1.15,88,100,4.87,RU,1733177466
442,minas de marcona,-15.2119,-75.1103,17.33,75,82,8.17,PE,1733177197
443,sassandra,4.95,-6.0833,25.93,85,6,2.67,CI,1733177468
444,doume,4.2333,13.45,22.62,43,35,0.76,CM,1733177469
445,zhaotong,27.3167,103.7167,5.32,95,100,2.33,CN,1733177470
446,merizo village,13.2658,144.6691,28.32,90,85,8.08,GU,1733177471
447,nogliki,51.8333,143.1667,-0.09,88,100,10.88,RU,1733177472
448,northam,51.0333,-4.2167,7.56,83,99,4.82,GB,1733177474
449,dmitrovsk-orlovskiy,52.505,35.1464,-0.46,89,98,3.27,RU,1733177475
450,tumaco,1.7986,-78.8156,26.37,75,71,4.73,CO,1733177476
451,payson,40.0444,-111.7321,7.24,54,0,1.54,US,1733177477
452,onega,63.9061,38.1404,2.05,86,100,7.34,RU,1733177478
453,coronel suarez,-37.4547,-61.9334,16.45,30,34,6.81,AR,1733177479
454,lompoc,34.6391,-120.4579,18.29,65,0,5.66,US,1733177480
455,gizo,-8.103,156.8419,28.72,71,26,1.68,SB,1733177482
456,mach,29.8637,67.3298,14.34,47,3,3.41,PK,1733177483
457,chibougamau,49.9168,-74.3659,-6.21,86,100,3.09,CA,1733177371
458,terrace,54.5163,-128.6035,3.32,100,100,1.6,CA,1733177485
459,tobelo,1.7284,128.0095,25.65,89,100,2.18,ID,1733177487
460,kitee,62.1,30.15,2.32,97,100,4.89,FI,1733177488
461,hangu,39.2489,117.7892,-0.92,35,35,3.43,CN,1733177491
462,cwmafan,51.6,-3.75,5.47,90,93,4.85,GB,1733177492
463,carbonear,47.7332,-53.2148,4.08,88,100,2.95,CA,1733177493
464,maitum,6.0392,124.4986,25.54,88,97,1.46,PH,1733177494
465,patnanungan,14.7833,122.1833,26.64,84,100,4.61,PH,1733177495
466,ponta delgada,37.7333,-25.6667,18.44,94,75,1.54,PT,1733177497
467,essaouira,31.5125,-9.77,19.08,63,16,6.38,MA,1733177498
468,zamora,-4.0692,-78.9567,29.14,49,35,1.65,EC,1733177499
469,klyuchi,52.2667,79.1667,-12.58,97,48,2.7,RU,1733177500
470,aleksandrovsk-sakhalinskiy,50.8975,142.1561,1.18,76,100,8.18,RU,1733177502
471,greymouth,-42.4667,171.2,16.3,98,100,6.23,NZ,1733177504
472,kendraparha,20.5,86.4167,21.18,52,92,2.51,IN,1733177505
473,zarah sharan,33.1467,68.7917,1.7,70,2,2.85,AF,1733177506
474,wenceslau braz,-23.8739,-49.8028,23.25,88,100,2.8,BR,1733177427
475,happy valley-goose bay,53.3168,-60.3315,-5.17,77,51,3.6,CA,1733177508
476,derzhavinsk,51.1,66.3167,-9.93,96,27,3.93,KZ,1733177509
477,beira,-19.8436,34.8389,23.05,83,0,2.06,MZ,1733177510
478,tayu,-6.5397,111.0518,24.74,91,98,3.62,ID,1733177512
479,schweizer-reneke,-27.1887,25.3293,21.77,19,7,3.93,ZA,1733177513
480,laguna,38.421,-121.4238,18.39,54,0,1.54,US,1733177515
481,corte,42.25,9.25,9.22,44,18,2.25,FR,1733177516
482,el porvenir,13.7617,-87.3458,26.69,71,100,1.52,HN,1733177518
483,pyapon,16.2833,95.6833,22.71,88,66,2.38,MM,1733177519
484,tomatlan,19.9333,-105.25,29.39,54,4,3.27,MX,1733177520
485,trinity beach,-16.7888,145.6968,25.94,89,75,2.57,AU,1733177521
486,faya-largeau,17.9257,19.1043,18.67,26,0,7.28,TD,1733177522
487,cambria,35.5641,-121.0808,17.14,55,73,3.04,US,1733177523
488,mana,5.6592,-53.7767,25.64,87,55,4.96,GF,1733177525
489,floresta,-8.6011,-38.5686,34.17,25,92,7.76,BR,1733177330
490,pitimbu,-7.4706,-34.8086,26.24,78,2,7.05,BR,1733177272
491,nadym,65.5333,72.5167,-15.3,93,56,6.14,RU,1733177528
492,altamira,-3.2033,-52.2064,27.21,69,92,1.63,BR,1733177336
493,sandnessjoen,66.0217,12.6316,-0.88,64,40,4.12,NO,1733177530
494,barrow in furness,54.1167,-3.2333,3.37,86,17,0.45,GB,1733177532
495,tallulah,32.4085,-91.1868,16.0,33,0,1.54,US,1733177533
496,kuching,1.55,110.3333,26.12,98,20,0.45,MY,1733177534
497,port saint john's,-31.6229,29.5448,19.13,85,76,2.91,ZA,1733177536
498,vila franca do campo,37.7167,-25.4333,18.27,99,93,0.9,PT,1733177538
499,dauphin,51.1494,-100.0502,-10.92,73,75,3.09,CA,1733177329
500,sydney,-33.8679,151.2073,28.58,59,75,3.6,AU,1733177400
501,tewantin,-26.3833,153.0333,26.17,65,84,2.24,AU,1733177542
502,kavieng,-2.5744,150.7967,28.34,72,21,1.97,PG,1733177543
503,kuusamo,65.9667,29.1833,-4.98,93,0,3.09,FI,1733177544
504,mar del plata,-38.0023,-57.5575,12.27,79,75,5.66,AR,1733177284
505,bulford,51.1893,-1.7601,7.14,92,100,4.12,GB,1733177546
506,andovoranto,-18.95,49.1,23.38,88,7,1.24,MG,1733177548
507,malabar,-33.9667,151.25,28.81,57,75,3.6,AU,1733177549
508,tan-tan,28.438,-11.1032,18.51,55,0,3.71,MA,1733177352
509,novyy oskol,50.7631,37.8691,-1.66,92,35,2.16,RU,1733177520
510,gwadar,25.1216,62.3254,22.18,42,0,5.28,PK,1733177255
511,sakaiminato,35.55,133.2333,13.34,70,50,5.03,JP,1733177291
512,udomlya,57.8794,34.9925,0.84,91,81,4.67,RU,1733177556
513,eastham,41.8301,-69.9739,1.64,65,0,2.68,US,1733177376
514,flin flon,54.7682,-101.865,-13.4,93,100,2.97,CA,1733177519
515,paradip garh,20.3167,86.6167,22.39,65,91,2.93,IN,1733177379
516,fallon,39.4735,-118.7774,8.39,44,22,1.87,US,1733177562
517,alotau,-10.3069,150.4462,28.49,80,89,1.82,PG,1733177563
518,necochea,-38.5473,-58.7368,10.46,78,99,7.35,AR,1733177564
519,burry port,51.6843,-4.2469,6.98,84,100,5.66,GB,1733177565
520,muyuka,4.2898,9.4103,25.01,84,7,0.83,CM,1733177566
521,pangoa,-12.1167,-73.0,23.99,96,100,0.76,PE,1733177567
522,moyo,3.6609,31.7247,21.38,59,17,0.87,UG,1733177569
523,kenai,60.5544,-151.2583,-2.14,83,100,4.12,US,1733177570
524,prymors'k,46.7348,36.3443,0.51,86,13,5.55,UA,1733177571
525,mossel bay,-34.1831,22.146,19.96,83,44,3.68,ZA,1733177572
526,mermoz boabab,14.7065,-17.4758,26.0,65,100,4.2,SN,1733177573
527,magdagachi,53.45,125.8,-20.64,99,99,2.04,RU,1733177574
528,baidoa,3.1138,43.6498,22.37,51,21,3.62,SO,1733177550
529,argostolion,38.1811,20.489,11.56,82,9,2.38,GR,1733177577
530,skelleftea,64.7507,20.9528,-2.8,83,75,6.17,SE,1733177578
531,karakulino,56.012,53.7067,0.48,93,100,4.3,RU,1733177579
532,pemangkat,1.1667,108.9667,26.19,84,99,3.01,ID,1733177580
533,pangani,-5.4333,38.9667,24.12,88,51,1.38,TZ,1733177581
534,dawesville,30.9224,-84.0091,13.23,41,0,2.57,US,1733177582
535,puerto aysen,-45.4,-72.7,10.9,85,95,2.2,CL,1733177583
536,dunedin,-45.8742,170.5036,17.11,86,100,1.34,NZ,1733177585
537,la ronge,55.1001,-105.2842,-13.88,85,100,4.63,CA,1733177586
538,lobito,-12.3481,13.5456,24.66,82,52,0.86,AO,1733177587
539,callao,-12.0667,-77.15,21.16,78,75,4.63,PE,1733177581
540,staroyur'yevo,53.3161,40.7081,-0.03,89,64,3.33,RU,1733177589
541,kunduz,36.75,68.75,5.92,68,8,1.19,AF,1733177590
542,gamba,-2.65,10.0,24.18,94,100,0.98,GA,1733177591
543,muynoq,43.7683,59.0214,0.66,77,19,2.38,UZ,1733177593
544,inirida,3.8653,-67.9239,27.55,77,87,1.47,CO,1733177594
545,miri,4.4148,114.0089,25.61,94,99,1.83,MY,1733177595
546,rio brilhante,-21.8019,-54.5464,22.56,91,100,0.2,BR,1733177596
547,chui,-33.6971,-53.4616,16.5,62,34,5.29,UY,1733177597
548,hovd,48.0056,91.6419,-11.07,81,27,1.97,MN,1733177598
549,jagadhri,30.1667,77.3,14.35,46,0,0.88,IN,1733177599
550,lieksa,63.3167,30.0167,3.65,97,100,5.96,FI,1733177601
551,klaksvik,62.2266,-6.589,-0.52,53,100,1.44,FO,1733177602
552,yamada,39.4667,141.95,5.64,86,40,2.82,JP,1733177603
553,rawatbhata,24.9333,75.5833,15.75,50,6,1.77,IN,1733177604
554,karatuzskoye,53.6072,92.8667,-3.94,83,95,3.38,RU,1733177605
555,awjilah,29.1081,21.2869,14.48,46,56,3.89,LY,1733177606
556,lesogorsk,56.0458,99.5136,-10.06,96,100,1.18,RU,1733177608
557,san ignacio,17.1561,-89.0714,26.08,83,75,2.06,BZ,1733177609
558,znamenskoye,57.1281,73.8282,-5.52,96,100,2.77,RU,1733177610
559,enshi,30.3,109.4833,12.76,93,100,0.23,CN,1733177321
